Tstart,Tstop,Nx,logfolder,resfolder,Kp,yaw,Phase,controller,wsp,_seed,_amp,seed,Tint,dx,Amplitude,filename
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,6,3,1,3006,0.2693333333333333,0.5126953125,1.39,dlc11_3_ipc07_a1_06_3006
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,6,3,2,3006,0.2693333333333333,0.5126953125,2.78,dlc11_3_ipc07_a2_06_3006
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,6,3,3,3006,0.2693333333333333,0.5126953125,4.17,dlc11_3_ipc07_a3_06_3006
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,6,3,4,3006,0.2693333333333333,0.5126953125,5.56,dlc11_3_ipc07_a4_06_3006
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,8,1,1,1008,0.23199999999999998,0.68359375,1.39,dlc11_3_ipc07_a1_08_1008
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,8,1,2,1008,0.23199999999999998,0.68359375,2.78,dlc11_3_ipc07_a2_08_1008
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,8,1,3,1008,0.23199999999999998,0.68359375,4.17,dlc11_3_ipc07_a3_08_1008
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,8,1,4,1008,0.23199999999999998,0.68359375,5.56,dlc11_3_ipc07_a4_08_1008
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,8,2,1,2008,0.23199999999999998,0.68359375,1.39,dlc11_3_ipc07_a1_08_2008
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,8,2,2,2008,0.23199999999999998,0.68359375,2.78,dlc11_3_ipc07_a2_08_2008
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,8,2,3,2008,0.23199999999999998,0.68359375,4.17,dlc11_3_ipc07_a3_08_2008
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,8,2,4,2008,0.23199999999999998,0.68359375,5.56,dlc11_3_ipc07_a4_08_2008
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,8,3,1,3008,0.23199999999999998,0.68359375,1.39,dlc11_3_ipc07_a1_08_3008
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,8,3,2,3008,0.23199999999999998,0.68359375,2.78,dlc11_3_ipc07_a2_08_3008
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,8,3,3,3008,0.23199999999999998,0.68359375,4.17,dlc11_3_ipc07_a3_08_3008
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,8,3,4,3008,0.23199999999999998,0.68359375,5.56,dlc11_3_ipc07_a4_08_3008
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,10,1,1,1010,0.2096,0.8544921875,1.39,dlc11_3_ipc07_a1_10_1010
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,10,1,2,1010,0.2096,0.8544921875,2.78,dlc11_3_ipc07_a2_10_1010
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,10,1,3,1010,0.2096,0.8544921875,4.17,dlc11_3_ipc07_a3_10_1010
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,10,1,4,1010,0.2096,0.8544921875,5.56,dlc11_3_ipc07_a4_10_1010
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,10,2,1,2010,0.2096,0.8544921875,1.39,dlc11_3_ipc07_a1_10_2010
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,10,2,2,2010,0.2096,0.8544921875,2.78,dlc11_3_ipc07_a2_10_2010
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,10,2,3,2010,0.2096,0.8544921875,4.17,dlc11_3_ipc07_a3_10_2010
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,10,2,4,2010,0.2096,0.8544921875,5.56,dlc11_3_ipc07_a4_10_2010
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,10,3,1,3010,0.2096,0.8544921875,1.39,dlc11_3_ipc07_a1_10_3010
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,10,3,2,3010,0.2096,0.8544921875,2.78,dlc11_3_ipc07_a2_10_3010
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,10,3,3,3010,0.2096,0.8544921875,4.17,dlc11_3_ipc07_a3_10_3010
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,10,3,4,3010,0.2096,0.8544921875,5.56,dlc11_3_ipc07_a4_10_3010
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,12,1,1,1012,0.19466666666666665,1.025390625,1.39,dlc11_3_ipc07_a1_12_1012
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,12,1,2,1012,0.19466666666666665,1.025390625,2.78,dlc11_3_ipc07_a2_12_1012
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,12,1,3,1012,0.19466666666666665,1.025390625,4.17,dlc11_3_ipc07_a3_12_1012
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,12,1,4,1012,0.19466666666666665,1.025390625,5.56,dlc11_3_ipc07_a4_12_1012
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,12,2,1,2012,0.19466666666666665,1.025390625,1.39,dlc11_3_ipc07_a1_12_2012
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,12,2,2,2012,0.19466666666666665,1.025390625,2.78,dlc11_3_ipc07_a2_12_2012
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,12,2,3,2012,0.19466666666666665,1.025390625,4.17,dlc11_3_ipc07_a3_12_2012
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,12,2,4,2012,0.19466666666666665,1.025390625,5.56,dlc11_3_ipc07_a4_12_2012
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,12,3,1,3012,0.19466666666666665,1.025390625,1.39,dlc11_3_ipc07_a1_12_3012
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,12,3,2,3012,0.19466666666666665,1.025390625,2.78,dlc11_3_ipc07_a2_12_3012
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,12,3,3,3012,0.19466666666666665,1.025390625,4.17,dlc11_3_ipc07_a3_12_3012
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,12,3,4,3012,0.19466666666666665,1.025390625,5.56,dlc11_3_ipc07_a4_12_3012
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,14,1,1,1014,0.184,1.1962890625,1.39,dlc11_3_ipc07_a1_14_1014
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,14,1,2,1014,0.184,1.1962890625,2.78,dlc11_3_ipc07_a2_14_1014
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,14,1,3,1014,0.184,1.1962890625,4.17,dlc11_3_ipc07_a3_14_1014
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,14,1,4,1014,0.184,1.1962890625,5.56,dlc11_3_ipc07_a4_14_1014
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,14,2,1,2014,0.184,1.1962890625,1.39,dlc11_3_ipc07_a1_14_2014
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,14,2,2,2014,0.184,1.1962890625,2.78,dlc11_3_ipc07_a2_14_2014
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,14,2,3,2014,0.184,1.1962890625,4.17,dlc11_3_ipc07_a3_14_2014
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,14,2,4,2014,0.184,1.1962890625,5.56,dlc11_3_ipc07_a4_14_2014
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,14,3,1,3014,0.184,1.1962890625,1.39,dlc11_3_ipc07_a1_14_3014
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,14,3,2,3014,0.184,1.1962890625,2.78,dlc11_3_ipc07_a2_14_3014
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,14,3,3,3014,0.184,1.1962890625,4.17,dlc11_3_ipc07_a3_14_3014
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,14,3,4,3014,0.184,1.1962890625,5.56,dlc11_3_ipc07_a4_14_3014
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,16,1,1,1016,0.17600000000000002,1.3671875,1.39,dlc11_3_ipc07_a1_16_1016
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,16,1,2,1016,0.17600000000000002,1.3671875,2.78,dlc11_3_ipc07_a2_16_1016
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,16,1,3,1016,0.17600000000000002,1.3671875,4.17,dlc11_3_ipc07_a3_16_1016
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,16,1,4,1016,0.17600000000000002,1.3671875,5.56,dlc11_3_ipc07_a4_16_1016
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,16,2,1,2016,0.17600000000000002,1.3671875,1.39,dlc11_3_ipc07_a1_16_2016
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,16,2,2,2016,0.17600000000000002,1.3671875,2.78,dlc11_3_ipc07_a2_16_2016
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,16,2,3,2016,0.17600000000000002,1.3671875,4.17,dlc11_3_ipc07_a3_16_2016
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,16,2,4,2016,0.17600000000000002,1.3671875,5.56,dlc11_3_ipc07_a4_16_2016
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,16,3,1,3016,0.17600000000000002,1.3671875,1.39,dlc11_3_ipc07_a1_16_3016
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,16,3,2,3016,0.17600000000000002,1.3671875,2.78,dlc11_3_ipc07_a2_16_3016
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,16,3,3,3016,0.17600000000000002,1.3671875,4.17,dlc11_3_ipc07_a3_16_3016
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,16,3,4,3016,0.17600000000000002,1.3671875,5.56,dlc11_3_ipc07_a4_16_3016
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,18,1,1,1018,0.1697777777777778,1.5380859375,1.39,dlc11_3_ipc07_a1_18_1018
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,18,1,2,1018,0.1697777777777778,1.5380859375,2.78,dlc11_3_ipc07_a2_18_1018
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,18,1,3,1018,0.1697777777777778,1.5380859375,4.17,dlc11_3_ipc07_a3_18_1018
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,18,1,4,1018,0.1697777777777778,1.5380859375,5.56,dlc11_3_ipc07_a4_18_1018
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,18,2,1,2018,0.1697777777777778,1.5380859375,1.39,dlc11_3_ipc07_a1_18_2018
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,18,2,2,2018,0.1697777777777778,1.5380859375,2.78,dlc11_3_ipc07_a2_18_2018
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,18,2,3,2018,0.1697777777777778,1.5380859375,4.17,dlc11_3_ipc07_a3_18_2018
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,18,2,4,2018,0.1697777777777778,1.5380859375,5.56,dlc11_3_ipc07_a4_18_2018
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,18,3,1,3018,0.1697777777777778,1.5380859375,1.39,dlc11_3_ipc07_a1_18_3018
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,18,3,2,3018,0.1697777777777778,1.5380859375,2.78,dlc11_3_ipc07_a2_18_3018
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,18,3,3,3018,0.1697777777777778,1.5380859375,4.17,dlc11_3_ipc07_a3_18_3018
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,18,3,4,3018,0.1697777777777778,1.5380859375,5.56,dlc11_3_ipc07_a4_18_3018
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,20,1,1,1020,0.1648,1.708984375,1.39,dlc11_3_ipc07_a1_20_1020
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,20,1,2,1020,0.1648,1.708984375,2.78,dlc11_3_ipc07_a2_20_1020
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,20,1,3,1020,0.1648,1.708984375,4.17,dlc11_3_ipc07_a3_20_1020
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,20,1,4,1020,0.1648,1.708984375,5.56,dlc11_3_ipc07_a4_20_1020
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,20,2,1,2020,0.1648,1.708984375,1.39,dlc11_3_ipc07_a1_20_2020
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,20,2,2,2020,0.1648,1.708984375,2.78,dlc11_3_ipc07_a2_20_2020
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,20,2,3,2020,0.1648,1.708984375,4.17,dlc11_3_ipc07_a3_20_2020
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,20,2,4,2020,0.1648,1.708984375,5.56,dlc11_3_ipc07_a4_20_2020
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,20,3,1,3020,0.1648,1.708984375,1.39,dlc11_3_ipc07_a1_20_3020
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,20,3,2,3020,0.1648,1.708984375,2.78,dlc11_3_ipc07_a2_20_3020
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,20,3,3,3020,0.1648,1.708984375,4.17,dlc11_3_ipc07_a3_20_3020
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,20,3,4,3020,0.1648,1.708984375,5.56,dlc11_3_ipc07_a4_20_3020
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,22,1,1,1022,0.16072727272727275,1.8798828125,1.39,dlc11_3_ipc07_a1_22_1022
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,22,1,2,1022,0.16072727272727275,1.8798828125,2.78,dlc11_3_ipc07_a2_22_1022
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,22,1,3,1022,0.16072727272727275,1.8798828125,4.17,dlc11_3_ipc07_a3_22_1022
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,22,1,4,1022,0.16072727272727275,1.8798828125,5.56,dlc11_3_ipc07_a4_22_1022
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,22,2,1,2022,0.16072727272727275,1.8798828125,1.39,dlc11_3_ipc07_a1_22_2022
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,22,2,2,2022,0.16072727272727275,1.8798828125,2.78,dlc11_3_ipc07_a2_22_2022
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,22,2,3,2022,0.16072727272727275,1.8798828125,4.17,dlc11_3_ipc07_a3_22_2022
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,22,2,4,2022,0.16072727272727275,1.8798828125,5.56,dlc11_3_ipc07_a4_22_2022
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,22,3,1,3022,0.16072727272727275,1.8798828125,1.39,dlc11_3_ipc07_a1_22_3022
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,22,3,2,3022,0.16072727272727275,1.8798828125,2.78,dlc11_3_ipc07_a2_22_3022
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,22,3,3,3022,0.16072727272727275,1.8798828125,4.17,dlc11_3_ipc07_a3_22_3022
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,22,3,4,3022,0.16072727272727275,1.8798828125,5.56,dlc11_3_ipc07_a4_22_3022
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,24,1,1,1024,0.15733333333333335,2.05078125,1.39,dlc11_3_ipc07_a1_24_1024
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,24,1,2,1024,0.15733333333333335,2.05078125,2.78,dlc11_3_ipc07_a2_24_1024
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,24,1,3,1024,0.15733333333333335,2.05078125,4.17,dlc11_3_ipc07_a3_24_1024
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,24,1,4,1024,0.15733333333333335,2.05078125,5.56,dlc11_3_ipc07_a4_24_1024
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,24,2,1,2024,0.15733333333333335,2.05078125,1.39,dlc11_3_ipc07_a1_24_2024
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,24,2,2,2024,0.15733333333333335,2.05078125,2.78,dlc11_3_ipc07_a2_24_2024
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,24,2,3,2024,0.15733333333333335,2.05078125,4.17,dlc11_3_ipc07_a3_24_2024
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,24,2,4,2024,0.15733333333333335,2.05078125,5.56,dlc11_3_ipc07_a4_24_2024
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,24,3,1,3024,0.15733333333333335,2.05078125,1.39,dlc11_3_ipc07_a1_24_3024
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,24,3,2,3024,0.15733333333333335,2.05078125,2.78,dlc11_3_ipc07_a2_24_3024
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,24,3,3,3024,0.15733333333333335,2.05078125,4.17,dlc11_3_ipc07_a3_24_3024
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,24,3,4,3024,0.15733333333333335,2.05078125,5.56,dlc11_3_ipc07_a4_24_3024
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,26,1,1,1026,0.15446153846153846,2.2216796875,1.39,dlc11_3_ipc07_a1_26_1026
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,26,1,2,1026,0.15446153846153846,2.2216796875,2.78,dlc11_3_ipc07_a2_26_1026
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,26,1,3,1026,0.15446153846153846,2.2216796875,4.17,dlc11_3_ipc07_a3_26_1026
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,26,1,4,1026,0.15446153846153846,2.2216796875,5.56,dlc11_3_ipc07_a4_26_1026
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,26,2,1,2026,0.15446153846153846,2.2216796875,1.39,dlc11_3_ipc07_a1_26_2026
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,26,2,2,2026,0.15446153846153846,2.2216796875,2.78,dlc11_3_ipc07_a2_26_2026
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,26,2,3,2026,0.15446153846153846,2.2216796875,4.17,dlc11_3_ipc07_a3_26_2026
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,26,2,4,2026,0.15446153846153846,2.2216796875,5.56,dlc11_3_ipc07_a4_26_2026
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,26,3,1,3026,0.15446153846153846,2.2216796875,1.39,dlc11_3_ipc07_a1_26_3026
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,26,3,2,3026,0.15446153846153846,2.2216796875,2.78,dlc11_3_ipc07_a2_26_3026
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,26,3,3,3026,0.15446153846153846,2.2216796875,4.17,dlc11_3_ipc07_a3_26_3026
100,700,8192,./log/dlc11_3/,./res/dlc11_3/,-1,0,0,ipc07,26,3,4,3026,0.15446153846153846,2.2216796875,5.56,dlc11_3_ipc07_a4_26_3026
